HOLD,Hold Car,PRR,09,Boxcar,36,Empty,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Empty
HOLD,Hold Car,PRR,11,Flatcar,36,Empty,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Empty
HOLD,Hold Car,PRR,012,Boxcar,36,Empty,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Empty
HOLD,Hold Car,PRR,12,Flatcar,36,Empty,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Empty
HOLD,Hold Car,PRR,014,Boxcar,36,Manifest,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Load
HOLD,Hold Car,PRR,015,Boxcar,40,Manifest,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Load
HOLD,Hold Car,PRR,019,Boxcar,40,Empty,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Empty
HOLD,Hold Car,PRR,020,Boxcar,40,Manifest,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Load
HOLD,Hold Car,PRR,022,Boxcar,40,Manifest,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Load
HOLD,Hold Car,PRR,024,Boxcar,40,Empty,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Empty
HOLD,Hold Car,PRR,025,Boxcar,40,Manifest,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Load
HOLD,Hold Car,PRR,026,Boxcar,36,Empty,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Empty
HOLD,Hold Car,PRR,027,Boxcar,36,Manifest,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Load
HOLD,Hold Car,PRR,028,Boxcar,36,Empty,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Empty
HOLD,Hold Car,PRR,029,Boxcar,36,Manifest,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Load
HOLD,Hold Car,PRR,030,Boxcar,36,Manifest,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Load
HOLD,Hold Car,PRR,033,Boxcar,36,Manifest,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Load
HOLD,Hold Car,PRR,055,Boxcar,36,Empty,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Empty
HOLD,Hold Car,PRR,056,Boxcar,36,Manifest,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Load
HOLD,Hold Car,PRR,057,Boxcar,36,Empty,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Empty
HOLD,Hold Car,PRR,058,Boxcar,36,Manifest,FCC,PRR - BEDS,Team Tracks,,,,,"","","",,,,"",,,,0,,,Load
TD,Train Departs,PRR - BEDS,East
TL,Train Length Empties Cars,470,8,12
TW,Train Weight,455
LN,Location Name,Car Float
AT,Arrival Time,01:32
EDT,Estimated Departure Time,02:08
SC,Set out car,PRR,052,Boxcar,36,Empty,FCC,PRR - BEDS,4th Street Station,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Empty
SC,Set out car,PRR,039,Boxcar,36,Break Bulk,FCC,PRR - BEDS,5th Street Pier,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Load
SC,Set out car,PRR,038,Boxcar,36,Break Bulk,FCC,PRR - BEDS,5th Street Pier,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Load
SC,Set out car,PRR,054,Boxcar,36,Manifest,FCC,PRR - BEDS,Team Tracks,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Load
SC,Set out car,PRR,053,Boxcar,36,Empty,FCC,PRR - BEDS,Team Tracks,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Empty
SC,Set out car,PRR,051,Boxcar,36,Manifest,FCC,PRR - BEDS,Team Tracks,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Load
SC,Set out car,PRR,050,Boxcar,36,Empty,FCC,PRR - BEDS,Team Tracks,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Empty
SC,Set out car,PRR,931,Hopper Gon,34,Empty,FCC,PRR - BEDS,Team Tracks,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Empty
SC,Set out car,PRR,35,Hopper Gon,34,Empty,FCC,PRR - BEDS,Team Tracks,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Empty
SC,Set out car,PRR,34,Hopper Gon,34,Empty,FCC,PRR - BEDS,Team Tracks,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Empty
SC,Set out car,PRR,33,Hopper Gon,34,Empty,FCC,PRR - BEDS,Team Tracks,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Empty
SC,Set out car,PRR,32,Hopper Gon,34,Empty,FCC,PRR - BEDS,Team Tracks,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Empty
TT,Train Terminates,Car Float
